time	V(vin)	V(vo)	I(Rl)
0.000000000000000e+00	0.000000e+00	-5.385558e-03	-2.340681e-06
1.559775827635082e-07	9.800377e-04	-5.325530e-03	-2.271972e-06
3.119551655270164e-07	1.960072e-03	-5.191381e-03	-2.171037e-06
4.679327482905246e-07	2.940104e-03	-4.983109e-03	-2.037875e-06
6.239103310540328e-07	3.920132e-03	-4.700715e-03	-1.872486e-06
7.798879138175410e-07	4.900157e-03	-4.344198e-03	-1.674870e-06
9.358654965810492e-07	5.880179e-03	-3.913559e-03	-1.445027e-06
1.091843079344557e-06	6.860198e-03	-3.408798e-03	-1.182957e-06
1.832740797069538e-06	1.151520e-02	-3.494228e-04	3.495923e-07
2.606224860821059e-06	1.637466e-02	3.996455e-03	2.450380e-06
3.549350130849303e-06	2.229938e-02	1.078194e-02	5.658181e-06
4.790801516103232e-06	3.009695e-02	2.162870e-02	1.071316e-05
6.553342893099139e-06	4.116423e-02	3.964484e-02	1.902741e-05
8.884634859083511e-06	5.579482e-02	6.649399e-02	3.133697e-05
1.176814522266836e-05	7.387408e-02	1.025492e-01	4.779908e-05
1.514032603604364e-05	9.498606e-02	1.468638e-01	6.798392e-05
1.937012866820832e-05	1.214059e-01	2.038848e-01	9.392369e-05
4.217870128212897e-05	2.619253e-01	5.127578e-01	2.343164e-04
6.170995128212897e-05	3.780926e-01	7.697544e-01	3.511000e-04
8.124120128212896e-05	4.885730e-01	1.015100e+00	4.625708e-04
1.007724512821290e-04	5.917048e-01	1.245102e+00	5.670517e-04
1.203037012821289e-04	6.859369e-01	1.456304e+00	6.629716e-04
1.398349512821289e-04	7.698518e-01	1.645528e+00	7.488881e-04
1.593662012821290e-04	8.421874e-01	1.809929e+00	8.235089e-04
1.788974512821290e-04	9.018558e-01	1.947034e+00	8.857116e-04
1.984287012821290e-04	9.479594e-01	2.054780e+00	9.345603e-04
2.179599512821290e-04	9.798048e-01	2.131545e+00	9.693195e-04
2.374912012821290e-04	9.969130e-01	2.176172e+00	9.894660e-04
2.570224512821291e-04	9.990267e-01	2.187990e+00	9.946957e-04
2.765537012821291e-04	9.861141e-01	2.166817e+00	9.849293e-04
2.960849512821291e-04	9.583695e-01	2.112971e+00	9.603128e-04
3.156162012821291e-04	9.162101e-01	2.027259e+00	9.212155e-04
3.351474512821291e-04	8.602700e-01	1.910969e+00	8.682248e-04
3.546787012821291e-04	7.913907e-01	1.765849e+00	8.021371e-04
3.742099512821292e-04	7.106081e-01	1.594080e+00	7.239460e-04
3.937412012821292e-04	6.191373e-01	1.398245e+00	6.348272e-04
4.132724512821292e-04	5.183542e-01	1.181290e+00	5.361212e-04
4.328037012821292e-04	4.097745e-01	9.464780e-01	4.293126e-04
4.523349512821292e-04	2.950314e-01	6.973418e-01	3.160083e-04
4.718662012821292e-04	1.758507e-01	4.376298e-01	1.979132e-04
4.913974512821293e-04	5.402509e-02	1.712499e-01	7.680409e-05
5.109287012821293e-04	-6.861310e-02	-9.778935e-02	-4.549658e-05
5.304599512821293e-04	-1.902193e-01	-3.654394e-01	-1.671484e-04
5.499912012821293e-04	-3.089644e-01	-6.276724e-01	-2.863207e-04
5.695224512821293e-04	-4.230624e-01	-8.805422e-01	-4.012203e-04
5.890537012821293e-04	-5.307972e-01	-1.120244e+00	-5.101180e-04
6.085849512821294e-04	-6.305482e-01	-1.343170e+00	-6.113753e-04
