time	V(vin)	V(vo1)	V(vo2)
1.486251082302787e-03	4.313979e-01	8.777561e-01	4.357417e-01
1.491133894802787e-03	2.783929e-01	7.034558e-01	2.826233e-01
1.496016707302787e-03	1.251258e-01	5.160505e-01	1.289762e-01
1.497976819271923e-03	6.355838e-02	4.301780e-01	6.687601e-02
1.499175407114456e-03	2.590523e-02	3.668908e-01	2.841358e-02
1.499932951155701e-03	2.106402e-03	3.164222e-01	3.509939e-03
1.500631689969540e-03	-1.984507e-02	2.529290e-01	-2.050021e-02
1.501426000029730e-03	-4.479851e-02	1.509421e-01	-4.940252e-02
1.502111440517581e-03	-6.633092e-02	2.695790e-02	-7.565378e-02
1.502846207853810e-03	-8.941149e-02	-1.449923e-01	-1.044727e-01
1.503232757208649e-03	-1.015531e-01	-2.516647e-01	-1.193682e-01
1.503469548732739e-03	-1.089905e-01	-3.236930e-01	-1.278720e-01
1.503603500112893e-03	-1.131976e-01	-3.661796e-01	-1.319850e-01
1.503697255414579e-03	-1.161423e-01	-3.964115e-01	-1.340609e-01
1.503793031721862e-03	-1.191503e-01	-4.273307e-01	-1.350192e-01
1.503884973985980e-03	-1.220379e-01	-4.565500e-01	-1.340749e-01
1.504033293373229e-03	-1.266961e-01	-5.020242e-01	-1.283329e-01
1.504167296067727e-03	-1.309045e-01	-5.405298e-01	-1.184058e-01
1.504309101293467e-03	-1.353579e-01	-5.774945e-01	-1.026085e-01
1.504451682397395e-03	-1.398355e-01	-6.100538e-01	-8.239055e-02
1.504644365673796e-03	-1.458863e-01	-6.475770e-01	-5.146360e-02
1.504821380556288e-03	-1.514450e-01	-6.766257e-01	-2.224834e-02
1.504989247081881e-03	-1.567162e-01	-6.998243e-01	4.291325e-03
1.505156355773558e-03	-1.619634e-01	-7.196255e-01	2.799548e-02
1.505382569420530e-03	-1.690662e-01	-7.430680e-01	5.536125e-02
1.505619841059927e-03	-1.765158e-01	-7.650003e-01	7.868824e-02
1.505909994597341e-03	-1.856253e-01	-7.893370e-01	1.008350e-01
1.506274149482947e-03	-1.970572e-01	-8.178309e-01	1.224199e-01
1.506600284218247e-03	-2.072946e-01	-8.421814e-01	1.379087e-01
1.506936569639094e-03	-2.178498e-01	-8.665511e-01	1.514317e-01
1.507708274337122e-03	-2.420679e-01	-9.211117e-01	1.785694e-01
1.509061823338481e-03	-2.845370e-01	-1.014161e+00	2.222645e-01
1.510415372339840e-03	-3.269786e-01	-1.106350e+00	2.657188e-01
1.511768921341198e-03	-3.693928e-01	-1.197679e+00	3.089323e-01
1.513122470342557e-03	-4.117796e-01	-1.288148e+00	3.519048e-01
1.514476019343916e-03	-4.541390e-01	-1.377756e+00	3.946366e-01
1.515829568345275e-03	-4.964709e-01	-1.466504e+00	4.371274e-01
1.517183117346633e-03	-5.387754e-01	-1.554393e+00	4.793774e-01
1.531831554846633e-03	-9.933641e-01	-2.493392e+00	9.358686e-01
1.541597179846633e-03	-1.294652e+00	-3.107305e+00	1.238178e+00
1.551362804846633e-03	-1.588388e+00	-3.704883e+00	1.533087e+00
1.561128429846632e-03	-1.874571e+00	-4.286128e+00	1.820596e+00
1.570894054846632e-03	-2.153201e+00	-4.851037e+00	2.100705e+00
