time	V(vin)	V(vo1)	V(vo2)
2.435318367722897e-03	-1.584735e+00	-3.734729e+00	1.626491e+00
2.447176626651469e-03	-1.303356e+00	-3.164599e+00	1.346670e+00
2.452756983794326e-03	-1.169567e+00	-2.893601e+00	1.213475e+00
2.458337340937183e-03	-1.034758e+00	-2.618980e+00	1.079288e+00
2.463917698080040e-03	-8.989293e-01	-2.340736e+00	9.441095e-01
2.469498055222897e-03	-7.620809e-01	-2.058869e+00	8.079387e-01
2.475078412365754e-03	-6.242129e-01	-1.773378e+00	6.707761e-01
2.480658769508611e-03	-4.853252e-01	-1.484264e+00	5.326215e-01
2.486239126651468e-03	-3.454177e-01	-1.191527e+00	3.934749e-01
2.491121939151468e-03	-2.230143e-01	-9.271644e-01	2.725036e-01
2.496004751651468e-03	-1.004010e-01	-6.503032e-01	1.532083e-01
2.498521278831348e-03	-3.716378e-02	-4.962855e-01	9.431785e-02
2.499561089948810e-03	-1.103100e-02	-4.245655e-01	7.267281e-02
2.500368269486818e-03	9.255613e-03	-3.606268e-01	5.922741e-02
2.500877601280237e-03	2.205641e-02	-3.139468e-01	5.366757e-02
2.501247054965733e-03	3.134159e-02	-2.745563e-01	5.238340e-02
2.501554565428295e-03	3.906987e-02	-2.364614e-01	5.391381e-02
2.501887085636551e-03	4.742653e-02	-1.887866e-01	5.837231e-02
2.502212171955295e-03	5.559615e-02	-1.350635e-01	6.517632e-02
2.502552007606786e-03	6.413620e-02	-7.053976e-02	7.426449e-02
2.502949085840325e-03	7.411437e-02	1.498379e-02	8.623107e-02
2.503342661806382e-03	8.400408e-02	1.101189e-01	9.865660e-02
