time	V(vin)	V(vo)	I(Rl)
2.194406929666320e-03	4.698060e-01	2.487232e+00	4.525305e-04
2.213938179666320e-03	4.872198e-01	2.602938e+00	4.735030e-04
2.233469429666320e-03	4.973055e-01	2.679318e+00	4.873221e-04
2.253000679666319e-03	4.999111e-01	2.715215e+00	4.937788e-04
2.272531929666319e-03	4.949977e-01	2.710084e+00	4.927749e-04
2.292063179666318e-03	4.826390e-01	2.663995e+00	4.843242e-04
2.311594429666318e-03	4.630210e-01	2.577632e+00	4.685523e-04
2.331125679666317e-03	4.364387e-01	2.452289e+00	4.456953e-04
2.350656929666317e-03	4.032920e-01	2.289844e+00	4.160959e-04
2.370188179666317e-03	3.640794e-01	2.092735e+00	3.801984e-04
2.389719429666316e-03	3.193907e-01	1.863924e+00	3.385419e-04
2.409250679666316e-03	2.698980e-01	1.606849e+00	2.917528e-04
2.428781929666315e-03	2.163459e-01	1.325378e+00	2.405346e-04
2.448313179666315e-03	1.595397e-01	1.023745e+00	1.856582e-04
2.467844429666315e-03	1.003338e-01	7.064900e-01	1.279493e-04
2.487375679666314e-03	3.961889e-02	3.783903e-01	6.827689e-05
2.506906929666314e-03	-2.169195e-02	4.438676e-02	7.539583e-06
2.526438179666313e-03	-8.267653e-02	-2.904899e-01	-5.334781e-05
2.545969429666313e-03	-1.424176e-01	-6.211952e-01	-1.134681e-04
2.565500679666312e-03	-2.000165e-01	-9.427471e-01	-1.719157e-04
2.585031929666312e-03	-2.546071e-01	-1.250302e+00	-2.278101e-04
2.604563179666312e-03	-3.053680e-01	-1.539227e+00	-2.803095e-04
2.624094429666311e-03	-3.515360e-01	-1.805172e+00	-3.286233e-04
2.643625679666311e-03	-3.924165e-01	-2.044132e+00	-3.720241e-04
2.663156929666310e-03	-4.273948e-01	-2.252512e+00	-4.098589e-04
2.682688179666310e-03	-4.559446e-01	-2.427178e+00	-4.415585e-04
2.702219429666310e-03	-4.776366e-01	-2.565504e+00	-4.666466e-04
2.721750679666309e-03	-4.921445e-01	-2.665414e+00	-4.847464e-04
2.741281929666309e-03	-4.992501e-01	-2.725410e+00	-4.955868e-04
2.760813179666308e-03	-4.988464e-01	-2.744597e+00	-4.990059e-04
2.780344429666308e-03	-4.909397e-01	-2.722695e+00	-4.949537e-04
2.799875679666307e-03	-4.756488e-01	-2.660040e+00	-4.834925e-04
2.819406929666307e-03	-4.532037e-01	-2.557583e+00	-4.647962e-04
2.838938179666307e-03	-4.239420e-01	-2.416873e+00	-4.391473e-04
2.858469429666306e-03	-3.883038e-01	-2.240031e+00	-4.069326e-04
2.878000679666306e-03	-3.468251e-01	-2.029723e+00	-3.686376e-04
2.897531929666305e-03	-3.001299e-01	-1.789115e+00	-3.248388e-04
2.917063179666305e-03	-2.489204e-01	-1.521826e+00	-2.761951e-04
2.936594429666305e-03	-1.939670e-01	-1.231877e+00	-2.234381e-04
2.956125679666304e-03	-1.360961e-01	-9.236255e-01	-1.673608e-04
2.975656929666304e-03	-7.617818e-02	-6.017031e-01	-1.088057e-04
2.995188179666303e-03	-1.511448e-02	-2.709460e-01	-4.865251e-05
3.014719429666303e-03	4.617656e-02	6.367809e-02	1.219524e-05
3.034250679666302e-03	1.067731e-01	3.971437e-01	7.282373e-05
3.053781929666302e-03	1.657636e-01	7.244431e-01	1.323225e-04
3.073313179666302e-03	2.222609e-01	1.040661e+00	1.897978e-04
3.092844429666301e-03	2.754152e-01	1.341047e+00	2.443866e-04
