time	V(vin)	V(vo)	I(Rl)
0.000000000000000e+00	0.000000e+00	-2.582980e-02	-2.326830e-06
3.450920724103589e-07	1.084146e-03	-2.570920e-02	-2.306198e-06
6.901841448207178e-07	2.168276e-03	-2.536128e-02	-2.265087e-06
1.035276217231077e-06	3.252390e-03	-2.478603e-02	-2.203496e-06
1.380368289641436e-06	4.336487e-03	-2.398346e-02	-2.121426e-06
1.725460362051795e-06	5.420568e-03	-2.295356e-02	-2.018876e-06
2.070552434462153e-06	6.504632e-03	-2.169633e-02	-1.895847e-06
2.415644506872511e-06	7.588679e-03	-2.021178e-02	-1.752338e-06
4.629115246232344e-06	1.454074e-02	-6.923533e-03	-4.925761e-07
7.603029433616959e-06	2.387654e-02	2.018433e-02	2.033665e-06
1.101097774801753e-05	3.456442e-02	6.375525e-02	6.055232e-06
1.555685132762871e-05	4.879550e-02	1.398342e-01	1.303732e-05
2.180234285758636e-05	6.828006e-02	2.693882e-01	2.488419e-05
3.015260476953916e-05	9.416155e-02	4.739164e-01	4.354295e-05
3.991822976953916e-05	1.240961e-01	7.426234e-01	6.802010e-05
4.968385476953916e-05	1.535636e-01	1.031506e+00	9.431082e-05
6.921510476953916e-05	2.106559e-01	1.635740e+00	1.492601e-04
8.874635476953915e-05	2.645798e-01	2.239073e+00	2.040998e-04
1.082776047695391e-04	3.145241e-01	2.817470e+00	2.566572e-04
1.278088547695391e-04	3.597377e-01	3.356654e+00	3.056393e-04
1.473401047695392e-04	3.995405e-01	3.846438e+00	3.501222e-04
1.668713547695392e-04	4.333339e-01	4.278681e+00	3.893672e-04
1.864026047695392e-04	4.606095e-01	4.646588e+00	4.227574e-04
2.059338547695392e-04	4.809571e-01	4.944503e+00	4.497797e-04
2.254651047695392e-04	4.940706e-01	5.167881e+00	4.700220e-04
2.449963547695392e-04	4.997529e-01	5.313316e+00	4.831753e-04
2.645276047695393e-04	4.979185e-01	5.378572e+00	4.890377e-04
2.840588547695393e-04	4.885948e-01	5.362617e+00	4.875164e-04
3.035901047695393e-04	4.719223e-01	5.265638e+00	4.786295e-04
3.231213547695393e-04	4.481516e-01	5.089042e+00	4.625060e-04
