time	V(vin)	V(vo)	I(Rl)
0.000000000000000e+00	0.000000e+00	-1.308061e-02	-2.335467e-06
1.230124009248336e-07	1.545821e-03	-1.300659e-02	-2.294646e-06
2.460248018496673e-07	3.091639e-03	-1.282902e-02	-2.235335e-06
3.690372027745009e-07	4.637454e-03	-1.254792e-02	-2.157534e-06
4.920496036993346e-07	6.183266e-03	-1.216327e-02	-2.061244e-06
6.150620046241683e-07	7.729075e-03	-1.167508e-02	-1.946463e-06
7.380744055490018e-07	9.274881e-03	-1.108334e-02	-1.813193e-06
8.610868064738352e-07	1.082068e-02	-1.038806e-02	-1.661434e-06
1.444485502033451e-06	1.815169e-02	-5.469319e-03	-6.521803e-07
2.611282893152681e-06	3.281287e-02	9.830067e-03	2.341648e-06
3.941860132228685e-06	4.952981e-02	3.543146e-02	7.211825e-06
5.783037890635101e-06	7.265580e-02	8.445794e-02	1.637947e-05
8.273147828613202e-06	1.039166e-01	1.706902e-01	3.233621e-05
1.168296187912898e-05	1.466806e-01	3.171431e-01	5.925190e-05
1.614855885909141e-05	2.025808e-01	5.441892e-01	1.007935e-04
2.213317157000592e-05	2.772380e-01	8.875855e-01	1.634464e-04
2.894073733829350e-05	3.616791e-01	1.309816e+00	2.403508e-04
3.744321043717656e-05	4.661968e-01	1.860299e+00	3.405145e-04
5.697446043717656e-05	7.007681e-01	3.143381e+00	5.738203e-04
7.650571043717655e-05	9.247991e-01	4.395006e+00	8.013216e-04
9.603696043717654e-05	1.134920e+00	5.582858e+00	1.017187e-03
1.155682104371765e-04	1.327971e+00	6.687250e+00	1.217843e-03
1.350994604371765e-04	1.501048e+00	7.691361e+00	1.400237e-03
1.448650854371766e-04	1.579270e+00	8.148635e+00	1.483301e-03
1.501583727253995e-04	1.619203e+00	8.347184e+00	1.519478e-03
1.538491467080207e-04	1.645989e+00	8.418056e+00	1.532613e-03
1.680851552543522e-04	1.742019e+00	8.439594e+00	1.538163e-03
1.823211638006838e-04	1.822873e+00	8.456680e+00	1.542649e-03
1.965571723470154e-04	1.888552e+00	8.469314e+00	1.546072e-03
2.107931808933470e-04	1.939056e+00	8.477496e+00	1.548430e-03
2.250291894396786e-04	1.974384e+00	8.481227e+00	1.549725e-03
2.392651979860102e-04	1.994538e+00	8.480505e+00	1.549957e-03
2.535012065323417e-04	1.999516e+00	8.475332e+00	1.549124e-03
2.730324565323418e-04	1.979093e+00	8.474436e+00	1.548600e-03
2.925637065323418e-04	1.928903e+00	8.471745e+00	1.547224e-03
3.120949565323418e-04	1.849701e+00	8.466452e+00	1.544866e-03
3.316262065323418e-04	1.742677e+00	8.456245e+00	1.541134e-03
3.511574565323418e-04	1.609442e+00	8.428543e+00	1.533810e-03
3.609230815323418e-04	1.533607e+00	8.382613e+00	1.524266e-03
3.666868960345982e-04	1.486120e+00	8.313099e+00	1.511013e-03
3.711880852646992e-04	1.447677e+00	8.210877e+00	1.492075e-03
3.758454103913004e-04	1.406682e+00	8.060475e+00	1.464482e-03
3.827642102811370e-04	1.343567e+00	7.788461e+00	1.414778e-03
3.979082865294474e-04	1.196734e+00	7.072927e+00	1.284376e-03
4.174395365294474e-04	9.915773e-01	6.013026e+00	1.091445e-03
4.369707865294474e-04	7.715067e-01	4.852614e+00	8.803025e-04
4.565020365294475e-04	5.398319e-01	3.617034e+00	6.555302e-04
4.760332865294475e-04	3.000376e-01	2.326227e+00	4.207509e-04
4.955645365294475e-04	5.573046e-02	9.998567e-01	1.795405e-04
5.150957865294475e-04	-1.894149e-01	-3.420080e-01	-6.445167e-05
5.346270365294475e-04	-4.317114e-01	-1.679064e+00	-3.075344e-04
5.541582865294475e-04	-6.675144e-01	-2.991073e+00	-5.460284e-04
5.736895365294476e-04	-8.932775e-01	-4.258166e+00	-7.763228e-04
5.932207865294476e-04	-1.105605e+00	-5.461158e+00	-9.949307e-04
6.127520365294476e-04	-1.301303e+00	-6.581841e+00	-1.198544e-03
6.322832865294476e-04	-1.477428e+00	-7.603268e+00	-1.384084e-03
6.518145365294476e-04	-1.631331e+00	-8.510014e+00	-1.548748e-03
6.713457865294476e-04	-1.760698e+00	-9.288412e+00	-1.690056e-03
6.811114115294476e-04	-1.815557e+00	-9.623846e+00	-1.750940e-03
6.889305858519380e-04	-1.854564e+00	-9.841805e+00	-1.790571e-03
6.931129437453611e-04	-1.873597e+00	-9.906134e+00	-1.802403e-03
7.068608654347492e-04	-1.926980e+00	-9.940652e+00	-1.809510e-03
7.263561690874149e-04	-1.977971e+00	-9.951134e+00	-1.812275e-03
7.458874190874149e-04	-1.999332e+00	-9.954758e+00	-1.813304e-03
7.654186690874149e-04	-1.990622e+00	-9.954002e+00	-1.813013e-03
7.849499190874150e-04	-1.951971e+00	-9.948393e+00	-1.811322e-03
8.044811690874150e-04	-1.883960e+00	-9.932874e+00	-1.807338e-03
8.240124190874150e-04	-1.787613e+00	-9.858808e+00	-1.792405e-03
8.296046518610060e-04	-1.755001e+00	-9.790647e+00	-1.779659e-03
8.412143370510553e-04	-1.680430e+00	-9.513618e+00	-1.728856e-03
8.565424569743446e-04	-1.568356e+00	-8.983130e+00	-1.632114e-03
8.753006677352409e-04	-1.411539e+00	-8.195552e+00	-1.488673e-03
8.948319177352409e-04	-1.227482e+00	-7.250026e+00	-1.316546e-03
9.143631677352409e-04	-1.024963e+00	-6.195269e+00	-1.124583e-03
9.338944177352409e-04	-8.070270e-01	-5.047966e+00	-9.158197e-04
9.534256677352409e-04	-5.769527e-01	-3.825418e+00	-6.934031e-04
9.729569177352410e-04	-3.382005e-01	-2.545943e+00	-4.606661e-04
9.924881677352410e-04	-9.436142e-02	-1.228678e+00	-2.210899e-04
1.012019417735241e-03	1.508969e-01	1.066929e-01	2.174465e-05
1.031550667735241e-03	3.938856e-01	1.440219e+00	2.642092e-04
1.051081917735241e-03	6.309500e-01	2.751976e+00	5.026809e-04
1.070613167735241e-03	8.585242e-01	4.022359e+00	7.335950e-04
1.090144417735241e-03	1.073185e+00	5.232364e+00	9.534970e-04
1.109675667735241e-03	1.271705e+00	6.363873e+00	1.159094e-03
1.129206917735241e-03	1.451097e+00	7.399919e+00	1.347302e-03
1.138972542735241e-03	1.532764e+00	7.876310e+00	1.433829e-03
1.148738167735241e-03	1.608663e+00	8.293480e+00	1.509693e-03
1.153028240443400e-03	1.640107e+00	8.400997e+00	1.529460e-03
1.161982389242373e-03	1.701873e+00	8.446703e+00	1.538725e-03
1.175934136935150e-03	1.787312e+00	8.458537e+00	1.542341e-03
1.195465386935150e-03	1.883734e+00	8.467642e+00	1.545686e-03
1.214996636935150e-03	1.951824e+00	8.472366e+00	1.547744e-03
1.234527886935150e-03	1.990557e+00	8.474709e+00	1.548853e-03
1.254059136935150e-03	1.999350e+00	8.475328e+00	1.549121e-03
1.273590386935150e-03	1.978070e+00	8.474386e+00	1.548573e-03
1.293121636935150e-03	1.927039e+00	8.471637e+00	1.547172e-03
1.312652886935150e-03	1.847023e+00	8.466247e+00	1.544781e-03
1.332184136935150e-03	1.739226e+00	8.455828e+00	1.540998e-03
1.351715386935150e-03	1.605270e+00	8.426792e+00	1.533423e-03
1.361481011935150e-03	1.529097e+00	8.378230e+00	1.523404e-03
1.366934488482385e-03	1.484036e+00	8.308551e+00	1.510164e-03
1.371658782094819e-03	1.443589e+00	8.196943e+00	1.489513e-03
1.376477673192560e-03	1.401023e+00	8.038043e+00	1.460375e-03
