time	V(vin)	V(vo)	I(Rl)
0.000000000000000e+00	0.000000e+00	-2.582980e-02	-2.326830e-06
2.060385582723606e-07	2.589164e-03	-2.567098e-02	-2.289196e-06
4.120771165447211e-07	5.178314e-03	-2.518881e-02	-2.222432e-06
6.181156748170816e-07	7.767449e-03	-2.438329e-02	-2.126538e-06
8.241542330894422e-07	1.035657e-02	-2.325443e-02	-2.001514e-06
1.030192791361803e-06	1.294568e-02	-2.180222e-02	-1.847360e-06
1.236231349634163e-06	1.553477e-02	-2.002666e-02	-1.664075e-06
1.442269907906523e-06	1.812385e-02	-1.792775e-02	-1.451660e-06
2.608288527055571e-06	3.277525e-02	-6.340445e-04	2.383176e-07
4.513596175318782e-06	5.671192e-02	4.432768e-02	4.504546e-06
7.034809401863773e-06	8.837324e-02	1.333724e-01	1.281178e-05
1.055515153107089e-05	1.325427e-01	3.078126e-01	2.892489e-05
1.533873805047158e-05	1.924540e-01	6.207183e-01	5.765400e-05
2.175092631442354e-05	2.724802e-01	1.145752e+00	1.056745e-04
3.018065988402349e-05	3.769924e-01	1.963591e+00	1.802937e-04
3.994628488402350e-05	4.967259e-01	3.028100e+00	2.772727e-04
4.971190988402350e-05	6.145899e-01	4.172113e+00	3.813978e-04
6.924315988402350e-05	8.429434e-01	6.565799e+00	5.991005e-04
7.900878488402350e-05	9.525735e-01	7.725065e+00	7.045282e-04
8.561231832467863e-05	1.024698e+00	8.287629e+00	7.558615e-04
9.121043122325700e-05	1.084465e+00	8.457210e+00	7.716779e-04
1.105601099217956e-04	1.280263e+00	8.476794e+00	7.751990e-04
1.300913599217956e-04	1.458723e+00	8.483591e+00	7.774168e-04
1.496226099217956e-04	1.615242e+00	8.487436e+00	7.791720e-04
1.691538599217956e-04	1.747466e+00	8.489662e+00	7.805626e-04
1.886851099217956e-04	1.853407e+00	8.490947e+00	7.816319e-04
2.082163599217956e-04	1.931471e+00	8.491673e+00	7.823999e-04
2.277476099217956e-04	1.980483e+00	8.492054e+00	7.828753e-04
2.472788599217956e-04	1.999708e+00	8.492199e+00	7.830614e-04
2.668101099217957e-04	1.988855e+00	8.492146e+00	7.829589e-04
2.863413599217957e-04	1.948087e+00	8.491882e+00	7.825684e-04
3.058726099217957e-04	1.878019e+00	8.491339e+00	7.818887e-04
3.254038599217957e-04	1.779703e+00	8.490358e+00	7.809156e-04
3.449351099217957e-04	1.654619e+00	8.488654e+00	7.796361e-04
3.644663599217957e-04	1.504648e+00	8.485713e+00	7.780213e-04
3.839976099217958e-04	1.332046e+00	8.480603e+00	7.760075e-04
4.035288599217958e-04	1.139409e+00	8.471328e+00	7.734380e-04
4.230601099217958e-04	9.296334e-01	8.450051e+00	7.696332e-04
4.328257349217958e-04	8.192964e-01	8.412253e+00	7.652360e-04
4.410355788535407e-04	7.241340e-01	8.302049e+00	7.544531e-04
4.468877552770131e-04	6.551089e-01	8.103087e+00	7.359080e-04
4.526987012397527e-04	5.856936e-01	7.760303e+00	7.044006e-04
4.611769815534140e-04	4.830406e-01	7.084043e+00	6.425508e-04
4.700257502895242e-04	3.744448e-01	6.228468e+00	5.644940e-04
4.797913752895243e-04	2.532672e-01	5.151424e+00	4.663721e-04
4.895570002895242e-04	1.311365e-01	3.981059e+00	3.598345e-04
4.993226252895242e-04	8.512116e-03	2.746300e+00	2.474912e-04
5.090882502895242e-04	-1.141443e-01	1.469683e+00	1.313768e-04
5.188538752895242e-04	-2.363710e-01	1.673048e-01	1.294527e-05
5.286195002895242e-04	-3.577082e-01	-1.148748e+00	-1.067102e-04
5.481507502895243e-04	-5.958918e-01	-3.785233e+00	-3.463751e-04
5.676820002895243e-04	-8.251126e-01	-6.379391e+00	-5.821461e-04
5.774476252895243e-04	-9.352779e-01	-7.645270e+00	-6.971809e-04
5.872132502895243e-04	-1.041923e+00	-8.839931e+00	-8.057678e-04
5.969788752895243e-04	-1.144647e+00	-9.742279e+00	-8.879888e-04
6.029240518620287e-04	-1.205098e+00	-9.957027e+00	-9.078822e-04
6.243623222277314e-04	-1.408536e+00	-9.978271e+00	-9.116207e-04
6.438935722277314e-04	-1.571750e+00	-9.984740e+00	-9.136724e-04
6.634248222277315e-04	-1.711324e+00	-9.988510e+00	-9.152682e-04
6.829560722277315e-04	-1.825158e+00	-9.990747e+00	-9.164944e-04
7.024873222277315e-04	-1.911539e+00	-9.992059e+00	-9.173900e-04
7.220185722277315e-04	-1.969169e+00	-9.992785e+00	-9.179740e-04
7.415498222277315e-04	-1.997182e+00	-9.993111e+00	-9.182555e-04
7.610810722277315e-04	-1.995154e+00	-9.993119e+00	-9.182381e-04
7.806123222277316e-04	-1.963118e+00	-9.992814e+00	-9.179222e-04
8.001435722277316e-04	-1.901555e+00	-9.992119e+00	-9.173056e-04
8.196748222277316e-04	-1.811390e+00	-9.990860e+00	-9.163806e-04
8.392060722277316e-04	-1.693981e+00	-9.988708e+00	-9.151300e-04
8.587373222277316e-04	-1.551092e+00	-9.985085e+00	-9.135176e-04
8.782685722277316e-04	-1.384874e+00	-9.978892e+00	-9.114636e-04
8.977998222277317e-04	-1.197825e+00	-9.967456e+00	-9.087498e-04
9.173310722277317e-04	-9.927607e-01	-9.933200e+00	-9.038181e-04
9.270966972277317e-04	-8.844268e-01	-9.857246e+00	-8.960037e-04
9.323148618592648e-04	-8.251486e-01	-9.731401e+00	-8.841344e-04
9.377218109435237e-04	-7.627909e-01	-9.469911e+00	-8.600141e-04
9.455455260623544e-04	-6.710219e-01	-8.915443e+00	-8.092338e-04
9.553111510623544e-04	-5.542263e-01	-8.038130e+00	-7.291440e-04
9.650767760623544e-04	-4.353449e-01	-7.012979e+00	-6.357181e-04
9.748424010623544e-04	-3.148248e-01	-5.882325e+00	-5.327727e-04
9.846080260623544e-04	-1.931199e-01	-4.682058e+00	-4.235451e-04
9.943736510623544e-04	-7.068806e-02	-3.435585e+00	-3.101483e-04
1.004139276062354e-03	5.200981e-02	-2.158922e+00	-1.940293e-04
1.013904901062354e-03	1.745119e-01	-8.636750e-01	-7.623774e-05
1.023670526062354e-03	2.963572e-01	4.411997e-01	4.241522e-05
1.043201776062354e-03	5.362471e-01	3.051431e+00	2.797303e-04
1.062733026062354e-03	7.680714e-01	5.622813e+00	5.134729e-04
1.072498651062354e-03	8.798631e-01	6.880735e+00	6.278054e-04
1.082264276062354e-03	9.883432e-01	8.006600e+00	7.302149e-04
1.087682649603461e-03	1.046953e+00	8.364448e+00	7.629826e-04
1.094180445459082e-03	1.115634e+00	8.465093e+00	7.726685e-04
1.115035627506914e-03	1.322960e+00	8.478717e+00	7.757558e-04
1.134566877506914e-03	1.496617e+00	8.484667e+00	7.778549e-04
1.154098127506914e-03	1.647764e+00	8.488059e+00	7.795208e-04
1.173629377506914e-03	1.774128e+00	8.490023e+00	7.808350e-04
1.193160627506914e-03	1.873806e+00	8.491153e+00	7.818340e-04
1.212691877506914e-03	1.945301e+00	8.491786e+00	7.825345e-04
1.232223127506914e-03	1.987537e+00	8.492105e+00	7.829435e-04
1.251754377506914e-03	1.999879e+00	8.492203e+00	7.830634e-04
1.271285627506914e-03	1.982140e+00	8.492105e+00	7.828949e-04
1.290816877506914e-03	1.934588e+00	8.491787e+00	7.824382e-04
1.310348127506914e-03	1.857938e+00	8.491161e+00	7.816919e-04
1.329879377506914e-03	1.753343e+00	8.490047e+00	7.806501e-04
1.349410627506914e-03	1.622376e+00	8.488114e+00	7.792973e-04
1.368941877506914e-03	1.467007e+00	8.484780e+00	7.775985e-04
1.388473127506914e-03	1.289573e+00	8.478960e+00	7.754772e-04
1.408004377506914e-03	1.092743e+00	8.468146e+00	7.727314e-04
1.427535627506914e-03	8.794762e-01	8.438563e+00	7.681468e-04
1.437301252506914e-03	7.676737e-01	8.372488e+00	7.611901e-04
1.443534653687728e-03	6.947724e-01	8.231524e+00	7.478356e-04
1.450096597551137e-03	6.168794e-01	7.925141e+00	7.195320e-04
1.456811479044927e-03	5.360867e-01	7.452597e+00	6.762319e-04
1.466577104044927e-03	4.169242e-01	6.572496e+00	5.958696e-04
1.476342729044927e-03	2.961925e-01	5.544308e+00	5.021534e-04
1.486108354044927e-03	1.743460e-01	4.403588e+00	3.982891e-04
1.495873979044927e-03	5.184330e-02	3.188396e+00	2.877097e-04
1.505639604044927e-03	-7.085452e-02	1.924353e+00	1.727276e-04
1.515405229044927e-03	-1.932857e-01	6.294589e-01	5.496856e-05
1.525170854044927e-03	-3.149893e-01	-6.830047e-01	-6.436679e-05
1.544702104044927e-03	-5.543864e-01	-3.321248e+00	-3.042011e-04
1.564233354044927e-03	-7.854450e-01	-5.926632e+00	-5.410000e-04
1.583764604044927e-03	-1.004690e+00	-8.449467e+00	-7.702557e-04
1.593530229044927e-03	-1.108843e+00	-9.553197e+00	-8.706328e-04
1.598753199844614e-03	-1.162859e+00	-9.880717e+00	-9.006273e-04
1.604901118518704e-03	-1.224832e+00	-9.964990e+00	-9.087778e-04
1.625601517268321e-03	-1.419548e+00	-9.978775e+00	-9.117652e-04
1.645132767268321e-03	-1.581332e+00	-9.985043e+00	-9.137859e-04
1.664664017268321e-03	-1.719331e+00	-9.988689e+00	-9.153564e-04
1.684195267268321e-03	-1.831470e+00	-9.990854e+00	-9.165608e-04
1.703726517268321e-03	-1.916061e+00	-9.992120e+00	-9.174361e-04
1.723257767268321e-03	-1.971833e+00	-9.992815e+00	-9.180009e-04
1.742789017268321e-03	-1.997948e+00	-9.993120e+00	-9.182633e-04
1.762320267268321e-03	-1.994011e+00	-9.993110e+00	-9.182270e-04
1.781851517268321e-03	-1.960082e+00	-9.992783e+00	-9.178921e-04
1.801382767268321e-03	-1.896672e+00	-9.992059e+00	-9.172562e-04
1.820914017268321e-03	-1.804734e+00	-9.990754e+00	-9.163112e-04
1.840445267268321e-03	-1.685651e+00	-9.988530e+00	-9.150390e-04
