Freq.	V(vo)
1.94984459975800e+07	(-6.40717744094600e+01dB,3.91881298617178e+00°)
1.99526231496884e+07	(-6.43641795625133e+01dB,3.78423783791518e+00°)
2.04173794466948e+07	(-6.46530338869520e+01dB,3.65276547439907e+00°)
2.08929613085399e+07	(-6.49382580438234e+01dB,3.52436655688102e+00°)
2.13796208950219e+07	(-6.52197744500942e+01dB,3.39901271855000e+00°)
2.18776162394950e+07	(-6.54975074989391e+01dB,3.27667642716079e+00°)
2.23872113856829e+07	(-6.57713837820213e+01dB,3.15733084314690e+00°)
2.29086765276772e+07	(-6.60413323124495e+01dB,3.04094967413526e+00°)
2.34422881531987e+07	(-6.63072847470161e+01dB,2.92750702687086e+00°)
2.39883291901944e+07	(-6.65691756063005e+01dB,2.81697725765110e+00°)
2.45470891568498e+07	(-6.68269424911167e+01dB,2.70933482241844e+00°)
2.51188643150952e+07	(-6.70805262937917e+01dB,2.60455412772948e+00°)
2.57039578276881e+07	(-6.73298714027349e+01dB,2.50260938385836e+00°)
2.63026799189532e+07	(-6.75749258987370e+01dB,2.40347446131058e+00°)
2.69153480392686e+07	(-6.78156417414883e+01dB,2.30712275204325e+00°)
2.75422870333811e+07	(-6.80519749448147e+01dB,2.21352703666978e+00°)
2.81838293126439e+07	(-6.82838857391897e+01dB,2.12265935889850e+00°)
2.88403150312654e+07	(-6.85113387201667e+01dB,2.03449090841137e+00°)
2.95120922666632e+07	(-6.87343029814640e+01dB,1.94899191331672e+00°)
3.01995172040195e+07	(-6.89527522315268e+01dB,1.86613154322083e+00°)
3.09029543251352e+07	(-6.91666648925407e+01dB,1.78587782386170e+00°)
3.16227766016831e+07	(-6.93760241810003e+01dB,1.70819756412499e+00°)
3.23593656929621e+07	(-6.95808181690966e+01dB,1.63305629612530e+00°)
3.31131121482584e+07	(-6.97810398263428e+01dB,1.56041822888643e+00°)
3.38844156139195e+07	(-6.99766870410356e+01dB,1.49024621599548e+00°)
3.46736850452524e+07	(-7.01677626213521e+01dB,1.42250173744496e+00°)
3.54813389233568e+07	(-7.03542742760058e+01dB,1.35714489569669e+00°)
3.63078054770093e+07	(-7.05362345746654e+01dB,1.29413442584839e+00°)
3.71535229097164e+07	(-7.07136608883904e+01dB,1.23342771959580e+00°)
3.80189396320553e+07	(-7.08865753106653e+01dB,1.17498086254529e+00°)
3.89045144994272e+07	(-7.10550045596457e+01dB,1.11874868425960e+00°)
3.98107170553488e+07	(-7.12189798624824e+01dB,1.06468482029206e+00°)
4.07380277804104e+07	(-7.13785368226745e+01dB,1.01274178533019e+00°)
4.16869383470326e+07	(-7.15337152716099e+01dB,9.62871056469116e-01°)
4.26579518801583e+07	(-7.16845591054283e+01dB,9.15023165524323e-01°)
4.36515832240156e+07	(-7.18311161086431e+01dB,8.69147799245941e-01°)
4.46683592150953e+07	(-7.19734377658321e+01dB,8.25193906216733e-01°)
4.57088189614865e+07	(-7.21115790629174e+01dB,7.83109809199615e-01°)
4.67735141287188e+07	(-7.22455982795063e+01dB,7.42843321676169e-01°)
4.78630092322628e+07	(-7.23755567738649e+01dB,7.04341867329589e-01°)
4.89778819368435e+07	(-7.25015187620294e+01dB,6.67552601240957e-01°)
5.01187233627261e+07	(-7.26235510925804e+01dB,6.32422531610113e-01°)
5.12861383991353e+07	(-7.27417230185987e+01dB,5.98898640868199e-01°)
5.24807460249761e+07	(-7.28561059682462e+01dB,5.66928005113257e-01°)
5.37031796370241e+07	(-7.29667733153523e+01dB,5.36457910878090e-01°)
5.49540873857612e+07	(-7.30738001513504e+01dB,5.07435968329461e-01°)
5.62341325190336e+07	(-7.31772630598237e+01dB,4.79810220090657e-01°)
5.75439937337144e+07	(-7.32772398947625e+01dB,4.53529244974089e-01°)
5.88843655355576e+07	(-7.33738095636778e+01dB,4.28542256020556e-01°)
6.02559586074344e+07	(-7.34670518164562e+01dB,4.04799192333436e-01°)
6.16595001861468e+07	(-7.35570470408889e+01dB,3.82250804306959e-01°)
6.30957344480179e+07	(-7.36438760655746e+01dB,3.60848731938174e-01°)
6.45654229034641e+07	(-7.37276199708614e+01dB,3.40545576010600e-01°)
6.60693448007581e+07	(-7.38083599084041e+01dB,3.21294962028278e-01°)
6.76082975391967e+07	(-7.38861769297593e+01dB,3.03051596858234e-01°)
6.91830970918921e+07	(-7.39611518243470e+01dB,2.85771318117586e-01°)
7.07945784384122e+07	(-7.40333649670667e+01dB,2.69411136411625e-01°)
7.24435960074974e+07	(-7.41028961757495e+01dB,2.53929270590562e-01°)
7.41310241300901e+07	(-7.41698245784606e+01dB,2.39285176242432e-01°)
7.58577575029167e+07	(-7.42342284907293e+01dB,2.25439567690966e-01°)
7.76247116628674e+07	(-7.42961853026227e+01dB,2.12354433801862e-01°)
7.94328234724264e+07	(-7.43557713755321e+01dB,1.99993047932131e-01°)
8.12830516164081e+07	(-7.44130619484812e+01dB,1.88319972381055e-01°)
8.31763771102652e+07	(-7.44681310537680e+01dB,1.77301057719516e-01°)
8.51138038202357e+07	(-7.45210514416296e+01dB,1.66903437383943e-01°)
8.70963589956061e+07	(-7.45718945136119e+01dB,1.57095517926549e-01°)
8.91250938133725e+07	(-7.46207302643753e+01dB,1.47846965317285e-01°)
9.12010839355889e+07	(-7.46676272314699e+01dB,1.39128687683903e-01°)
9.33254300796970e+07	(-7.47126524527811e+01dB,1.30912814874151e-01°)
9.54992586021414e+07	(-7.47558714312244e+01dB,1.23172675210503e-01°)
9.77237220955788e+07	(-7.47973481062653e+01dB,1.15882769794417e-01°)
9.99999999999977e+07	(-7.48371448318627e+01dB,1.09018744702577e-01°)
1.02329299228073e+08	(-7.48753223604504e+01dB,1.02557361399925e-01°)
1.04712854805088e+08	(-7.49119398325012e+01dB,9.64764656746097e-02°)
1.07151930523758e+08	(-7.49470547713128e+01dB,9.07549553820163e-02°)
1.09647819614316e+08	(-7.49807230825778e+01dB,8.53727472635736e-02°)
1.12201845430194e+08	(-7.50129990583924e+01dB,8.03107430868311e-02°)
1.14815362149686e+08	(-7.50439353852794e+01dB,7.55507953320044e-02°)
1.17489755493950e+08	(-7.50735831559035e+01dB,7.10756726313053e-02°)
1.20226443461738e+08	(-7.51019918841206e+01dB,6.68690251469640e-02°)
1.23026877081235e+08	(-7.51292095230009e+01dB,6.29153500553579e-02°)
1.25892541179414e+08	(-7.51552824855634e+01dB,5.91999572867094e-02°)
1.28824955169310e+08	(-7.51802556678455e+01dB,5.57089356518632e-02°)
1.31825673855638e+08	(-7.52041724740993e+01dB,5.24291194722835e-02°)
1.34896288259162e+08	(-7.52270748438064e+01dB,4.93480558132117e-02°)
1.38038426460285e+08	(-7.52490032802435e+01dB,4.64539724058545e-02°)
1.41253754462272e+08	(-7.52699968804349e+01dB,4.37357463316133e-02°)
1.44543977074589e+08	(-7.52900933661742e+01dB,4.11828735279282e-02°)
1.47910838816817e+08	(-7.53093291160165e+01dB,3.87854391654958e-02°)
1.51356124843617e+08	(-7.53277391979758e+01dB,3.65340889348883e-02°)
1.54881661891244e+08	(-7.53453574027844e+01dB,3.44200012723005e-02°)
1.58489319246108e+08	(-7.53622162775768e+01dB,3.24348605450573e-02°)
1.62181009735889e+08	(-7.53783471598191e+01dB,3.05708312103723e-02°)
1.65958690743752e+08	(-7.53937802113729e+01dB,2.88205329537240e-02°)
1.69824365246170e+08	(-7.54085444525631e+01dB,2.71770168074999e-02°)
1.73780082874933e+08	(-7.54226677961716e+01dB,2.56337422453285e-02°)
1.77827941003888e+08	(-7.54361770812109e+01dB,2.41845552426599e-02°)
1.81970085860994e+08	(-7.54490981064425e+01dB,2.28236672903983e-02°)
1.86208713666282e+08	(-7.54614556635122e+01dB,2.15456353450984e-02°)
1.90546071796320e+08	(-7.54732735697116e+01dB,2.03453426962458e-02°)
1.94984459975800e+08	(-7.54845747001880e+01dB,1.92179807284402e-02°)
1.99526231496883e+08	(-7.54953810196985e+01dB,1.81590315551839e-02°)
2.04173794466948e+08	(-7.55057136137216e+01dB,1.71642514983873e-02°)
2.08929613085399e+08	(-7.55155927189931e+01dB,1.62296553872829e-02°)
2.13796208950218e+08	(-7.55250377533743e+01dB,1.53515016491085e-02°)
2.18776162394950e+08	(-7.55340673450613e+01dB,1.45262781634635e-02°)
2.23872113856829e+08	(-7.55426993610882e+01dB,1.37506888517760e-02°)
2.29086765276772e+08	(-7.55509509351196e+01dB,1.30216409730906e-02°)
2.34422881531987e+08	(-7.55588384945263e+01dB,1.23362330977925e-02°)
2.39883291901943e+08	(-7.55663777867316e+01dB,1.16917437303746e-02°)
2.45470891568497e+08	(-7.55735839047896e+01dB,1.10856205532763e-02°)
2.51188643150952e+08	(-7.55804713122763e+01dB,1.05154702641370e-02°)
2.57039578276880e+08	(-7.55870538673890e+01dB,9.97904897900941e-03°)
2.63026799189532e+08	(-7.55933448463333e+01dB,9.47425317513790e-03°)
2.69153480392685e+08	(-7.55993569659892e+01dB,8.99911114732041e-03°)
2.75422870333810e+08	(-7.56051024058276e+01dB,8.55177495275078e-03°)
2.81838293126438e+08	(-7.56105928291208e+01dB,8.13051281987442e-03°)
2.88403150312654e+08	(-7.56158394034643e+01dB,7.73370199783935e-03°)
2.95120922666631e+08	(-7.56208528205791e+01dB,7.35982202368906e-03°)
3.01995172040194e+08	(-7.56256433154354e+01dB,7.00744838551922e-03°)
3.09029543251351e+08	(-7.56302206847357e+01dB,6.67524656055689e-03°)
3.16227766016830e+08	(-7.56345943047070e+01dB,6.36196640801820e-03°)
3.23593656929620e+08	(-7.56387731482712e+01dB,6.06643689745564e-03°)
3.31131121482583e+08	(-7.56427658016081e+01dB,5.78756115418298e-03°)
3.38844156139194e+08	(-7.56465804800603e+01dB,5.52431180400065e-03°)
3.46736850452523e+08	(-7.56502250435075e+01dB,5.27572660073804e-03°)
3.54813389233567e+08	(-7.56537070111298e+01dB,5.04090432025188e-03°)
3.63078054770092e+08	(-7.56570335755955e+01dB,4.81900090588159e-03°)
3.71535229097163e+08	(-7.56602116167518e+01dB,4.60922585086769e-03°)
3.80189396320552e+08	(-7.56632477147559e+01dB,4.41083880387961e-03°)
3.89045144994271e+08	(-7.56661481626942e+01dB,4.22314638474611e-03°)
3.98107170553487e+08	(-7.56689189787290e+01dB,4.04549919794136e-03°)
4.07380277804103e+08	(-7.56715659177387e+01dB,3.87728903213247e-03°)
4.16869383470325e+08	(-7.56740944825201e+01dB,3.71794623477296e-03°)
4.26579518801582e+08	(-7.56765099345351e+01dB,3.56693725118561e-03°)
4.36515832240155e+08	(-7.56788173042144e+01dB,3.42376231827827e-03°)
4.46683592150952e+08	(-7.56810214008553e+01dB,3.28795330349512e-03°)
4.57088189614864e+08	(-7.56831268221292e+01dB,3.15907168026813e-03°)
4.67735141287186e+08	(-7.56851379631647e+01dB,3.03670663148519e-03°)
4.78630092322626e+08	(-7.56870590253053e+01dB,2.92047327331758e-03°)
4.89778819368434e+08	(-7.56888940244605e+01dB,2.81001099179300e-03°)
5.01187233627260e+08	(-7.56906467991475e+01dB,2.70498188531098e-03°)
5.12861383991352e+08	(-7.56923210181720e+01dB,2.60506930645737e-03°)
5.24807460249759e+08	(-7.56939201880143e+01dB,2.50997649693268e-03°)
5.37031796370239e+08	(-7.56954476598725e+01dB,2.41942530981144e-03°)
5.49540873857610e+08	(-7.56969066364532e+01dB,2.33315501368374e-03°)
5.62341325190335e+08	(-7.56983001784247e+01dB,2.25092117341055e-03°)
5.75439937337142e+08	(-7.56996312106531e+01dB,2.17249460292115e-03°)
5.88843655355574e+08	(-7.57009025281203e+01dB,2.09766038517212e-03°)
6.02559586074342e+08	(-7.57021168016281e+01dB,2.02621695533337e-03°)
6.16595001861466e+08	(-7.57032765832494e+01dB,1.95797524300905e-03°)
6.30957344480177e+08	(-7.57043843115333e+01dB,1.89275786975080e-03°)
6.45654229034639e+08	(-7.57054423165040e+01dB,1.83039839840479e-03°)
6.60693448007579e+08	(-7.57064528244344e+01dB,1.77074063099940e-03°)
6.76082975391964e+08	(-7.57074179624226e+01dB,1.71363795191205e-03°)
6.91830970918918e+08	(-7.57083397627559e+01dB,1.65895271368206e-03°)
7.07945784384120e+08	(-7.57092201671110e+01dB,1.60655566242625e-03°)
7.24435960074971e+08	(-7.57100610305486e+01dB,1.55632540058241e-03°)
7.41310241300898e+08	(-7.57108641253399e+01dB,1.50814788443770e-03°)
7.58577575029164e+08	(-7.57116311446464e+01dB,1.46191595416809e-03°)
7.76247116628671e+08	(-7.57123637060043e+01dB,1.41752889441344e-03°)
7.94328234724261e+08	(-7.57130633546918e+01dB,1.37489202339040e-03°)
8.12830516164078e+08	(-7.57137315669213e+01dB,1.33391630848714e-03°)
8.31763771102649e+08	(-7.57143697529282e+01dB,1.29451800705454e-03°)
8.51138038202354e+08	(-7.57149792598611e+01dB,1.25661833024935e-03°)
8.70963589956058e+08	(-7.57155613746290e+01dB,1.22014312889198e-03°)
8.91250938133722e+08	(-7.57161173265540e+01dB,1.18502259957012e-03°)
9.12010839355886e+08	(-7.57166482899359e+01dB,1.15119100988683e-03°)
9.33254300796966e+08	(-7.57171553865096e+01dB,1.11858644149889e-03°)
9.54992586021411e+08	(-7.57176396877785e+01dB,1.08715054981544e-03°)
9.77237220955785e+08	(-7.57181022172583e+01dB,1.05682833934777e-03°)
1.00000000000000e+09	(-7.57185439526096e+01dB,1.02756795346904e-03°)
