time	V(v1)	V(v2)	V(vo)
2.067316517937126e-03	4.104093e-01	4.104093e-01	-9.999424e+00
2.071797130057112e-03	4.359690e-01	4.359690e-01	-9.995302e+00
2.086445567557112e-03	5.168383e-01	5.168383e-01	-9.995317e+00
2.101094005057112e-03	5.933324e-01	5.933324e-01	-9.995318e+00
2.115742442557112e-03	6.648039e-01	6.648039e-01	-9.995318e+00
2.131785969342825e-03	7.379016e-01	7.379016e-01	-9.995318e+00
2.147829496128539e-03	8.021429e-01	8.021429e-01	-9.995318e+00
2.163873022914253e-03	8.575277e-01	8.575277e-01	-9.995318e+00
2.179916549699967e-03	9.040560e-01	9.040560e-01	-9.995318e+00
2.195960076485681e-03	9.417279e-01	9.417279e-01	-9.995318e+00
2.212003603271395e-03	9.705433e-01	9.705433e-01	-9.995318e+00
2.228047130057109e-03	9.905022e-01	9.905022e-01	-9.995318e+00
2.247578380057109e-03	9.988165e-01	9.988165e-01	-9.995319e+00
2.267109630057108e-03	9.929584e-01	9.929584e-01	-9.995319e+00
2.286640880057108e-03	9.729280e-01	9.729280e-01	-9.995319e+00
2.306172130057107e-03	9.387253e-01	9.387253e-01	-9.995319e+00
2.325703380057107e-03	8.903502e-01	8.903502e-01	-9.995319e+00
2.345234630057107e-03	8.278028e-01	8.278028e-01	-9.995319e+00
2.364765880057106e-03	7.510831e-01	7.510831e-01	-9.995319e+00
2.375229049699963e-03	7.055246e-01	7.055246e-01	-9.995328e+00
2.385692219342820e-03	6.574689e-01	6.574689e-01	-9.995331e+00
2.396155388985677e-03	6.069160e-01	6.069160e-01	-9.995329e+00
2.406618558628534e-03	5.538659e-01	5.538659e-01	-9.995320e+00
2.417081728271391e-03	4.983185e-01	4.983185e-01	-9.995306e+00
2.427544897914248e-03	4.402740e-01	4.402740e-01	-9.995287e+00
2.438008067557105e-03	3.797322e-01	3.797322e-01	-9.995261e+00
2.452656505057104e-03	2.931003e-01	2.931003e-01	-9.993917e+00
2.462422130057104e-03	2.339211e-01	2.339211e-01	-9.986012e+00
2.471236477820677e-03	1.797443e-01	1.797443e-01	-9.950461e+00
2.473738328086954e-03	1.642592e-01	1.642592e-01	-9.896265e+00
2.475522157391131e-03	1.531932e-01	1.531932e-01	-9.773995e+00
2.477627423153040e-03	1.401086e-01	1.401086e-01	-9.497581e+00
2.480284581001172e-03	1.235591e-01	1.235591e-01	-9.017953e+00
2.482862900774097e-03	1.074676e-01	1.074676e-01	-8.443718e+00
2.487660485121606e-03	7.745381e-02	7.745381e-02	-7.196623e+00
2.492543297621606e-03	4.683470e-02	4.683470e-02	-5.786300e+00
2.497426110121605e-03	1.617152e-02	1.617152e-02	-4.265455e+00
2.502308922621605e-03	-1.450688e-02	-1.450688e-02	-2.673063e+00
2.507191735121605e-03	-4.517163e-02	-4.517163e-02	-1.033295e+00
2.512074547621605e-03	-7.579386e-02	-7.579386e-02	6.382753e-01
2.516957360121605e-03	-1.063448e-01	-1.063448e-01	2.331014e+00
2.526722985121605e-03	-1.671176e-01	-1.671176e-01	5.751427e+00
2.531605797621605e-03	-1.972824e-01	-1.972824e-01	7.347095e+00
2.535692868309717e-03	-2.223897e-01	-2.223897e-01	8.401988e+00
2.536274166107199e-03	-2.259492e-01	-2.259492e-01	8.467669e+00
2.541429386827976e-03	-2.574564e-01	-2.574564e-01	8.479696e+00
2.546584607548753e-03	-2.886137e-01	-2.886137e-01	8.489031e+00
2.551739828269531e-03	-3.194212e-01	-3.194212e-01	8.495675e+00
2.556895048990307e-03	-3.498789e-01	-3.498789e-01	8.499627e+00
2.562050269711085e-03	-3.799868e-01	-3.799868e-01	8.500888e+00
2.567205490431862e-03	-4.097449e-01	-4.097449e-01	8.499458e+00
2.572360711152639e-03	-4.391531e-01	-4.391531e-01	8.495336e+00
2.587009148652639e-03	-5.198665e-01	-5.198665e-01	8.495353e+00
2.601657586152639e-03	-5.961791e-01	-5.961791e-01	8.495364e+00
2.616306023652639e-03	-6.686185e-01	-6.686185e-01	8.495375e+00
2.630954461152638e-03	-7.341827e-01	-7.341827e-01	8.495384e+00
2.645602898652638e-03	-7.928715e-01	-7.928715e-01	8.495393e+00
2.660251336152638e-03	-8.446849e-01	-8.446849e-01	8.495400e+00
2.674899773652637e-03	-8.896230e-01	-8.896230e-01	8.495407e+00
2.689548211152637e-03	-9.276858e-01	-9.276858e-01	8.495413e+00
2.704196648652637e-03	-9.588732e-01	-9.588732e-01	8.495418e+00
2.725820532581208e-03	-9.877035e-01	-9.877035e-01	8.495422e+00
2.747444416509778e-03	-9.987858e-01	-9.987858e-01	8.495424e+00
2.769068300438350e-03	-9.921202e-01	-9.921202e-01	8.495424e+00
2.790692184366921e-03	-9.677067e-01	-9.677067e-01	8.495420e+00
2.812316068295492e-03	-9.255453e-01	-9.255453e-01	8.495415e+00
2.833939952224062e-03	-8.656360e-01	-8.656360e-01	8.495407e+00
2.855563836152633e-03	-7.879787e-01	-7.879787e-01	8.495396e+00
2.866724550438347e-03	-7.422412e-01	-7.422412e-01	8.495391e+00
2.877885264724061e-03	-6.934979e-01	-6.934979e-01	8.495384e+00
2.889045979009775e-03	-6.417489e-01	-6.417489e-01	8.495376e+00
2.900206693295490e-03	-5.869941e-01	-5.869941e-01	8.495367e+00
2.911367407581204e-03	-5.292335e-01	-5.292335e-01	8.495357e+00
2.922528121866918e-03	-4.684672e-01	-4.684672e-01	8.495345e+00
2.933688836152632e-03	-4.046951e-01	-4.046951e-01	8.495332e+00
2.948337273652631e-03	-3.189358e-01	-3.189358e-01	8.495114e+00
2.958102898652631e-03	-2.602173e-01	-2.602173e-01	8.493543e+00
2.967868523652631e-03	-2.005194e-01	-2.005194e-01	8.483803e+00
2.972751336152631e-03	-1.703732e-01	-1.703732e-01	8.468810e+00
2.976218920472075e-03	-1.488655e-01	-1.488655e-01	8.441210e+00
2.978489078473208e-03	-1.347460e-01	-1.347460e-01	8.371264e+00
2.980241556707892e-03	-1.238273e-01	-1.238273e-01	8.224436e+00
2.982159869694285e-03	-1.118583e-01	-1.118583e-01	7.951109e+00
2.984593061215222e-03	-9.665353e-02	-9.665353e-02	7.497700e+00
2.987316228347259e-03	-7.961015e-02	-7.961015e-02	6.881234e+00
2.992199040847259e-03	-4.899525e-02	-4.899525e-02	5.602658e+00
2.996647613821777e-03	-2.106211e-02	-2.106211e-02	4.312245e+00
3.001530426321777e-03	9.615804e-03	9.615804e-03	2.788381e+00
3.006413238821776e-03	4.028466e-02	4.028466e-02	1.195841e+00
3.011296051321776e-03	7.091561e-02	7.091561e-02	-4.437046e-01
3.016178863821776e-03	1.014798e-01	1.014798e-01	-2.114385e+00
3.025944488821776e-03	1.622930e-01	1.622930e-01	-5.508934e+00
3.030827301321776e-03	1.924848e-01	1.924848e-01	-7.219231e+00
3.035710113821776e-03	2.224954e-01	2.224954e-01	-8.817151e+00
3.039843370160990e-03	2.477366e-01	2.477366e-01	-9.898462e+00
3.040432581523061e-03	2.513216e-01	2.513216e-01	-9.966727e+00
3.044913823121516e-03	2.785216e-01	2.785216e-01	-9.979016e+00
3.049395064719970e-03	3.054489e-01	3.054489e-01	-9.988569e+00
3.053876306318425e-03	3.321033e-01	3.321033e-01	-9.995386e+00
3.058357547916880e-03	3.584848e-01	3.584848e-01	-9.999468e+00
3.062838789515335e-03	3.845935e-01	3.845935e-01	-1.000082e+01
3.067320031113789e-03	4.104294e-01	4.104294e-01	-9.999426e+00
3.071801272712244e-03	4.359924e-01	4.359924e-01	-9.995302e+00
3.086449710212244e-03	5.168605e-01	5.168605e-01	-9.995317e+00
3.101098147712244e-03	5.933533e-01	5.933533e-01	-9.995318e+00
3.115746585212243e-03	6.648233e-01	6.648233e-01	-9.995318e+00
3.131790111997957e-03	7.379192e-01	7.379192e-01	-9.995318e+00
3.147833638783671e-03	8.021584e-01	8.021584e-01	-9.995318e+00
3.163877165569385e-03	8.575411e-01	8.575411e-01	-9.995318e+00
3.179920692355099e-03	9.040672e-01	9.040672e-01	-9.995318e+00
3.195964219140813e-03	9.417366e-01	9.417366e-01	-9.995318e+00
3.212007745926527e-03	9.705495e-01	9.705495e-01	-9.995318e+00
3.228051272712241e-03	9.905058e-01	9.905058e-01	-9.995318e+00
3.247582522712240e-03	9.988168e-01	9.988168e-01	-9.995319e+00
3.267113772712240e-03	9.929555e-01	9.929555e-01	-9.995319e+00
3.286645022712240e-03	9.729221e-01	9.729221e-01	-9.995319e+00
3.306176272712239e-03	9.387164e-01	9.387164e-01	-9.995319e+00
3.325707522712239e-03	8.903384e-01	8.903384e-01	-9.995319e+00
3.345238772712238e-03	8.277883e-01	8.277883e-01	-9.995319e+00
3.364770022712238e-03	7.510659e-01	7.510659e-01	-9.995319e+00
3.375233192355095e-03	7.055061e-01	7.055061e-01	-9.995328e+00
3.385696361997952e-03	6.574493e-01	6.574493e-01	-9.995331e+00
3.396159531640809e-03	6.068953e-01	6.068953e-01	-9.995329e+00
3.406622701283665e-03	5.538442e-01	5.538442e-01	-9.995320e+00
3.417085870926523e-03	4.982960e-01	4.982960e-01	-9.995306e+00
3.427549040569379e-03	4.402506e-01	4.402506e-01	-9.995287e+00
3.438012210212236e-03	3.797081e-01	3.797081e-01	-9.995261e+00
3.452660647712236e-03	2.930754e-01	2.930754e-01	-9.993916e+00
3.462426272712236e-03	2.338958e-01	2.338958e-01	-9.986006e+00
3.471238950467275e-03	1.797290e-01	1.797290e-01	-9.950436e+00
3.473740184259245e-03	1.642477e-01	1.642477e-01	-9.896187e+00
3.475523834503628e-03	1.531828e-01	1.531828e-01	-9.773845e+00
3.477628308399102e-03	1.401030e-01	1.401030e-01	-9.497414e+00
3.480289871876268e-03	1.235261e-01	1.235261e-01	-9.016861e+00
3.482866982488328e-03	1.074421e-01	1.074421e-01	-8.442752e+00
3.487671476880937e-03	7.738495e-02	7.738495e-02	-7.193558e+00
3.492554289380937e-03	4.676571e-02	4.676571e-02	-5.782994e+00
3.497437101880937e-03	1.610247e-02	1.610247e-02	-4.261947e+00
3.502319914380937e-03	-1.457594e-02	-1.457594e-02	-2.669423e+00
3.507202726880937e-03	-4.524062e-02	-4.524062e-02	-1.029566e+00
3.512085539380937e-03	-7.586273e-02	-7.586273e-02	6.420627e-01
3.516968351880937e-03	-1.064134e-01	-1.064134e-01	2.334841e+00
3.526733976880937e-03	-1.671857e-01	-1.671857e-01	5.755290e+00
3.531616789380936e-03	-1.973501e-01	-1.973501e-01	7.350627e+00
3.535695351220228e-03	-2.224049e-01	-2.224049e-01	8.402245e+00
3.536275747803342e-03	-2.259589e-01	-2.259589e-01	8.467704e+00
3.541430934747457e-03	-2.574658e-01	-2.574658e-01	8.479714e+00
3.546586121691572e-03	-2.886229e-01	-2.886229e-01	8.489036e+00
3.551741308635688e-03	-3.194301e-01	-3.194301e-01	8.495671e+00
3.556896495579803e-03	-3.498875e-01	-3.498875e-01	8.499619e+00
3.562051682523919e-03	-3.799951e-01	-3.799951e-01	8.500879e+00
3.567206869468034e-03	-4.097528e-01	-4.097528e-01	8.499451e+00
